basin_id;basin_name;population;jan;feb;mar;apr;may;jun;jul;aug;sep;oct;nov;dec;average;low;moderate;significant;severe
139;Klamath ;137158;0.1155;0.0972;0.1234;4.7205;20.3720;60.6751;126.1271;166.7335;168.2307;98.2703;3.1524;0.2325;54.0708;9;1;2;0
140;Ebro;2922480;0.5714;1.9458;8.3717;13.6356;23.4459;84.4004;246.5271;307.8509;237.5284;61.2230;6.4230;1.1610;82.7570;9;0;0;3
141;Rogue ;259989;0.6043;0.6053;0.7514;2.4764;9.3018;33.4833;71.4001;96.2397;100.8183;59.3425;3.1487;1.2811;31.6211;11;1;0;0
142;Douro;3744450;0.7518;1.2841;2.4637;6.8841;18.1437;100.8852;286.0590;374.5032;300.3399;106.2433;6.7914;1.7837;100.5111;7;2;0;3
143;Susquehanna ;4004120;4.8504;8.1816;1.1518;1.7254;2.6861;4.4109;8.0755;13.0251;13.1681;7.8524;4.0634;6.1172;6.2757;12;0;0;0
144;Luan He;11171900;40.6013;675.6757;669.8436;659.1398;538.3246;529.2606;99.7530;85.0840;110.4373;87.8970;37.9980;48.9623;298.5814;6;1;0;5
145;Kura;13773500;23.5702;82.3959;75.5428;46.5739;37.5081;94.0909;192.7674;289.2142;249.1927;109.1950;38.6577;46.1282;107.0697;8;1;1;2
146;Dalinghe;4434800;32.7215;675.6757;530.5943;374.7101;500.5914;607.4404;297.5394;47.6497;64.7698;24.2975;35.4255;54.6333;270.5040;6;0;0;6
147;Delaware;6415590;9.8284;20.1188;3.9736;7.2174;9.5669;17.7733;26.4605;30.6618;28.3452;21.3289;11.4869;12.4629;16.6021;12;0;0;0
148;Sacramento ;3015150;1.4176;1.2443;3.8990;28.4117;106.4581;260.8481;385.5495;458.4496;461.8997;293.4702;59.1489;5.4137;172.1842;6;1;0;5
149;Huang He (Yellow River);160715000;40.2741;606.9570;512.0211;413.0700;260.2670;186.7782;168.1211;110.1254;49.9929;36.9866;30.8125;48.9252;205.3609;5;1;2;4
150;Kizilirmak;4460330;10.6316;2.5429;2.9622;8.1919;37.8241;104.9648;174.7334;262.3530;268.1615;186.0780;89.5153;21.0046;97.4136;7;1;2;2
151;Yongding He;91200200;286.2163;675.6757;675.6756;675.5242;671.3816;671.1957;532.7863;402.4871;476.1050;398.2000;276.7953;351.9047;507.8290;0;0;0;12
152;Tejo;6898760;2.0697;3.2608;4.6354;11.5790;30.5276;134.1858;305.5540;387.2062;342.8249;203.7484;51.8405;4.7565;123.5157;7;1;0;4
153;Sakarya;5654860;7.7009;2.6484;3.6381;17.7389;93.9823;202.0147;318.9012;432.3547;448.7133;363.6168;185.3198;39.4876;176.3430;6;0;1;5
154;Eel (Calif.);37126;0.0689;0.0748;0.1016;0.2175;1.0821;3.1752;6.8418;9.4333;10.9481;6.0815;6.0945;0.1623;3.6901;12;0;0;0
155;Tigris & Euphrates;49255700;6.6195;21.6357;61.6492;99.2464;177.5861;235.8823;314.8527;396.0092;402.1457;336.9194;92.9189;17.3580;180.2353;6;0;1;5
156;Potomac ;3494420;6.3034;7.3461;5.0191;6.3696;9.4937;15.0985;26.7116;39.9776;49.3820;40.9168;21.8213;11.3635;19.9836;12;0;0;0
157;Guadiana;1600650;5.2463;8.1340;16.3023;45.3729;138.9251;367.7714;524.6432;571.3846;547.3274;453.6875;209.0782;99.0733;248.9122;5;1;0;6
158;Kitakami;1280540;1.5433;6.1761;0.7860;0.9873;1.3481;6.7558;16.4070;38.8480;22.7465;2.5269;1.2858;2.0159;8.4522;12;0;0;0
159;Mogami;1118180;0.9595;1.1238;0.8954;1.2132;1.7325;9.1934;13.7396;44.5097;16.8981;3.5791;1.2555;0.9083;8.0007;12;0;0;0
160;Han-Gang (Han River);11656000;10.3937;675.6757;6.1798;4.7003;9.3983;15.6956;3.2263;2.8393;5.0354;6.1362;8.3838;15.6635;63.6107;11;0;0;1
161;Guadalquivir;3947090;4.8193;12.9703;19.7447;47.9808;132.4748;343.2478;494.1784;548.2352;522.8575;436.3505;264.3832;33.3088;238.3793;5;1;0;6
162;San Joaquin ;1681380;5.9791;5.8303;36.0868;149.4313;289.7051;483.6142;575.5677;611.4535;619.0987;588.8786;447.1712;67.8311;323.3873;4;1;0;7
163;James ;909948;1.4181;1.8318;1.8219;2.5763;3.8401;6.3774;11.7747;18.6882;20.8571;15.5023;5.9899;2.6471;7.7771;12;0;0;0
164;Bravo;9249380;99.8352;593.1914;606.9206;299.0507;196.6735;265.5203;328.3067;262.6538;193.1332;223.7791;172.5347;177.0785;284.8898;1;0;4;7
165;Shinano. Chikuma;2132990;1.6119;2.1965;2.2185;0.9764;0.9867;2.5008;6.5511;18.6446;5.8533;1.9035;1.5422;1.6983;3.8903;12;0;0;0
166;Roanoke ;1471790;2.0216;2.5413;2.5691;4.2650;7.7776;13.6281;22.5980;33.3760;29.8914;31.2296;11.5492;4.3687;13.8180;12;0;0;0
167;Naktong;8178290;11.7602;21.9826;8.1241;6.3491;14.6878;40.7267;14.6850;14.7665;17.1394;7.2267;11.1726;17.5886;15.5174;12;0;0;0
168;Indus;212208000;270.7959;398.8750;411.0093;315.6796;166.9598;171.4230;135.8337;161.9062;256.3308;339.9180;328.2552;290.3750;270.6135;0;1;3;8
169;Tone;10010500;8.8940;31.9324;12.0587;7.9994;8.8675;15.6751;25.6082;42.6992;16.0653;6.7471;8.4982;12.1949;16.4366;12;0;0;0
170;Salinas;307941;65.8643;22.6341;14.6492;112.6020;378.0436;552.2125;622.6955;644.4752;645.7482;594.9864;502.3882;498.1959;387.8746;3;1;0;8
171;Pee Dee ;2599190;2.3264;2.7585;2.8212;4.6255;9.5098;16.2990;18.4061;23.8015;18.6572;19.6964;12.2404;4.7480;11.3242;12;0;0;0
172;Chelif;3854910;4.7836;7.9126;21.1215;55.0402;155.3315;314.1290;438.4401;501.3637;517.4367;429.2877;338.6147;50.1252;236.1322;5;0;1;6
173;Cape Fear;1625860;2.5888;3.1652;3.4626;6.3163;14.3185;21.4248;17.8820;19.0107;15.9212;17.8595;11.7286;5.6840;11.6135;12;0;0;0
174;Tenryu;1398320;1.9207;3.8599;2.1970;1.3396;1.5083;1.7639;2.5987;6.5571;2.1058;1.3370;1.7676;2.5592;2.4596;12;0;0;0
175;Santee ;3126590;9.8463;9.9750;10.5906;16.7028;29.8493;46.6598;56.6113;58.3447;61.9850;66.9924;53.2555;20.0463;36.7383;12;0;0;0
176;Kiso;1898990;2.4215;7.2415;4.4829;1.8622;1.8894;1.9053;2.4609;5.8783;2.4423;2.2243;2.5982;3.7542;3.2634;12;0;0;0
177;Yangtze(Chang Jiang);384680000;5.5283;17.2126;11.7748;11.5620;13.3125;8.5542;15.6841;17.0608;16.9491;3.7668;4.3236;7.2708;11.0833;12;0;0;0
178;Yodo;9644530;7.5438;14.9677;12.2609;11.3046;14.0340;14.1401;27.3315;69.7814;20.6915;12.8104;12.2940;12.6815;19.1534;12;0;0;0
179;Sebou;5479260;1.7819;9.9324;31.5372;100.3633;189.5124;244.0286;358.7259;404.5834;443.7186;415.5307;54.6944;4.5120;188.2434;5;1;1;5
180;Alabama River & Tombigbee;4334600;1.1688;1.0200;0.8986;1.2943;2.4599;4.5674;8.5748;15.1598;19.5147;27.8426;23.7343;3.2806;9.1263;12;0;0;0
181;Savannah ;1169380;1.9746;1.8903;1.8254;3.1089;6.3785;11.6685;20.1934;35.1206;22.5242;22.1579;12.7507;5.2044;12.0664;12;0;0;0
182;Gono (Go);401466;0.7303;1.3650;1.2623;1.2219;1.5958;1.5962;1.9689;9.4080;2.8538;2.1066;1.4572;1.2420;2.2340;12;0;0;0
183;Huai He;97812600;33.4197;71.5866;119.4559;188.0230;219.8403;180.7065;170.8470;175.0978;157.2574;61.7709;40.1425;55.1803;122.7773;5;1;5;1
184;Apalachicola;2955040;2.5999;1.9579;1.7538;3.2208;9.0261;24.4480;57.9332;118.4749;69.9666;84.7772;39.5737;7.3062;35.0865;11;1;0;0
185;Brazos;2820050;19.7793;27.7950;82.0398;85.4496;151.8955;336.8153;550.8470;588.0450;589.4493;528.1561;235.3045;33.1992;269.0646;5;0;1;6
186;Altamaha;2410710;4.6015;2.7306;2.4612;4.6898;10.7761;22.1374;57.8049;97.3083;71.5234;87.5740;86.8512;14.4416;38.5750;12;0;0;0
187;Mekong;57932400;12.3358;542.9847;498.2955;401.3573;106.0829;11.7486;3.8749;2.4673;1.3115;5.7499;16.6577;18.7187;135.1321;8;1;0;3
188;Colorado(Caribbean Sea);1667260;16.6459;17.2566;49.8600;63.7693;128.0822;312.8500;524.6241;575.8852;588.7752;532.6195;278.5448;30.8401;259.9794;5;1;0;6
189;Trinity(Texas);5421320;23.3551;16.8322;19.0178;16.7809;20.3936;50.2478;95.9932;135.5451;169.6865;219.2555;264.9780;53.7843;90.4892;8;1;1;2
190;Pearl ;622766;0.7954;0.7841;0.7407;0.9314;1.5158;2.7893;4.3945;7.0634;10.2373;16.0423;10.6245;2.0961;4.8346;12;0;0;0
191;Sabine ;574473;1.3129;1.1026;1.2626;1.9101;4.2617;9.2614;22.2782;26.7980;23.4671;27.3880;17.7125;4.9445;11.8083;12;0;0;0
192;Suwannee ;591333;1.4411;1.2149;1.3052;4.1156;17.1669;28.2970;24.0252;28.1527;13.7796;16.3179;8.7693;2.8865;12.2893;12;0;0;0
193;Yaqui;650988;404.2541;675.6755;675.6756;675.6756;675.6756;675.6756;250.5996;310.8147;503.2978;515.6314;485.9912;403.2406;521.0173;0;0;0;12
194;Nile;162346000;38.5270;354.7252;201.6237;86.4836;82.7682;48.2911;30.2173;19.8592;26.4915;45.5698;45.2959;34.9249;84.5648;10;0;0;2
195;Brahmaputra;67163100;1.6833;70.0130;23.8291;3.0296;0.7335;0.1694;0.3071;0.2151;0.4419;4.0634;7.2488;2.3632;9.5081;12;0;0;0
196;St.Johns ;2904720;19.4408;42.7819;39.7337;74.1969;162.0649;144.1655;26.5662;19.1254;9.9614;10.8456;22.4084;32.7319;50.3352;10;1;1;0
197;Nueces ;613863;675.6743;675.6749;675.6751;675.6755;675.6752;675.6753;675.6755;675.6755;675.6746;675.6746;675.6740;675.6750;675.6749;0;0;0;12
198;San Antonio ;915156;198.8614;240.6859;433.5750;341.8816;338.9698;514.4076;600.5378;613.2690;605.9256;603.3652;616.2703;272.7311;448.3734;0;0;1;11
199;Irrawaddy;33594300;1.1496;90.9567;55.0533;17.4552;4.9089;2.8269;0.6764;0.3952;1.2952;4.6669;2.4424;1.1483;15.2479;12;0;0;0
200;Fuerte;451617;4.3915;38.8037;148.9398;339.8166;448.0738;550.9719;126.1502;29.1728;14.4828;34.5163;18.9086;12.4246;147.2211;7;2;0;3
201;Xi Jiang;64672700;6.6942;27.7119;19.1185;18.3400;10.3819;3.5193;3.5946;3.5650;10.6248;2.8209;3.7413;7.2284;9.7784;12;0;0;0
202;Bei Jiang;20750800;14.1003;25.1564;4.6480;2.1680;2.6122;2.8824;10.4037;9.4536;17.4334;9.4659;14.2933;22.3420;11.2466;12;0;0;0
203;San Pedro;655008;5.1070;602.6954;649.7472;664.7234;669.8990;668.4536;13.4018;8.2431;11.4964;20.5754;9.2937;15.0474;278.2236;7;0;0;5
204;Dong Jiang;13460600;6.7918;55.2253;5.1972;2.1345;2.1079;1.9961;5.1450;3.7808;6.2448;4.1643;6.6615;10.6558;9.1754;12;0;0;0
205;Mahi ;11043000;132.7826;675.6757;675.6757;675.6757;675.6757;675.6746;4.7137;4.5698;12.7792;54.6350;73.8168;126.8988;315.7144;5;2;0;5
206;Damodar;28679500;127.5951;675.6756;675.6755;675.6754;675.6743;35.4953;19.2365;4.0380;5.4623;29.8462;106.9484;144.1211;264.6203;5;3;0;4
207;Niger;76930900;2.6902;675.6754;312.3036;39.4287;25.5809;7.6870;2.4866;0.8833;1.0640;2.1739;1.3634;2.5488;89.4905;10;0;0;2
208;Narmada;17017200;122.8058;675.6757;675.6757;675.6757;675.6757;459.4030;2.6223;2.1452;6.4262;33.2170;46.2384;125.6064;291.7639;5;2;0;5
209;Brahmani River (Bhahmani);12475600;34.6118;675.6754;675.6755;675.6754;675.6754;21.2191;3.0061;1.1463;2.5737;11.4115;32.7222;50.1750;238.2973;8;0;0;4
210;Mahanadi(Mahahadi);27697000;65.8328;675.6755;675.6755;675.6756;675.6756;241.5154;8.9781;1.5554;7.0487;36.8955;72.6433;92.4294;269.1334;7;0;0;5
211;Santiago;17991900;50.9682;675.3602;675.5849;675.6253;675.6277;215.7790;30.9512;15.1601;28.6112;81.6495;88.2003;109.2353;276.8961;6;1;0;5
212;Panuco;17860400;19.1964;669.4510;674.3028;674.8926;674.9985;111.3068;14.9464;15.1905;7.8169;14.7918;19.5689;38.4952;244.5798;7;1;0;4
213;Godavari;62327300;103.1021;675.6756;675.6756;675.6757;675.6757;461.9437;20.4729;9.7974;12.4645;48.3230;95.8224;147.1925;300.1518;5;2;0;5
214;Tapti ;16927600;111.2669;675.6757;675.6757;675.6757;675.6757;675.6751;13.4339;11.4919;19.4448;73.1863;104.4853;156.4100;322.3414;4;2;1;5
215;Sittang ;3191060;0.7687;675.6756;675.6753;675.6742;170.8964;4.5520;1.0907;0.3859;1.8621;4.5434;1.8346;0.8666;184.4855;8;0;1;3
216;Armeria;527007;28.8422;675.6755;675.6757;675.6757;675.6756;675.6751;675.6739;31.8112;3.6735;45.2147;79.7751;140.5961;365.3304;5;1;0;6
217;Ca;2652080;3.4704;86.4786;146.7855;239.4712;132.6064;16.1764;3.2780;0.7914;0.4695;0.8864;1.7911;3.2786;52.9570;9;2;0;1
218;Chao Phraya;26782400;59.7635;675.6756;675.6756;675.6756;453.2333;94.4499;117.4699;68.3993;30.5308;58.3648;185.2274;122.9915;268.1214;5;2;1;4
219;Krishna;76933400;245.3534;675.6757;675.6757;675.6757;675.6756;166.8924;41.7935;55.3102;99.5401;130.9926;244.5514;325.8470;334.4153;3;1;1;7
220;Senegal;5134070;8.0396;675.6757;675.6756;675.6755;675.6752;17.7970;6.7052;2.1256;2.5710;9.0557;14.4721;13.3435;231.4010;8;0;0;4
221;Papaloapan;2581550;1.5329;440.5472;590.3716;623.4348;632.2959;7.8466;1.5792;1.2527;0.6051;1.4407;2.0611;3.9618;192.2441;8;0;0;4
222;Grisalva;7036680;0.3823;5.2361;29.2770;49.2502;12.9115;0.8782;0.4151;0.5214;0.1952;0.2097;0.6696;1.5735;8.4600;12;0;0;0
223;Verde;862403;2.2286;675.6757;675.6757;675.6755;675.6752;127.9443;3.4983;1.5385;0.9856;1.5216;4.5604;8.8476;237.8189;7;1;0;4
224;Mae Klong;1568040;8.2570;675.6757;675.6756;675.6757;9.6270;1.6070;4.9898;5.6876;4.0035;3.4525;16.1126;15.9632;174.7273;9;0;0;3
225;Tranh (Nr Thu Bon);1024560;1.0979;55.0936;68.4557;126.8919;183.6169;49.4382;15.2173;5.0067;0.4364;0.2817;0.3373;0.7517;42.2188;10;1;1;0
226;Penner ;10924200;161.5024;675.6753;675.6755;675.6754;675.6749;675.6748;675.6754;675.6753;675.6754;265.5422;120.3981;193.6592;512.2086;0;1;2;9
227;Volta;19863000;1.8968;675.6756;78.6677;14.1039;3.6142;1.6694;1.0304;0.3397;0.2825;0.9439;1.4289;2.3877;65.1700;11;0;0;1
228;Lempa;4213240;4.7391;675.6755;675.6750;675.6755;257.6035;2.8078;0.9132;0.7368;0.4239;0.6771;3.3014;8.1138;192.1952;8;0;0;4
229;Gambia;1354970;0.2205;675.6757;675.6757;675.6757;675.6661;0.9998;0.5948;0.1389;0.1181;0.4125;0.2095;0.3437;225.4776;8;0;0;4
230;Grande De Matagalpa;546853;0.1582;3.3943;32.6235;78.4210;20.9298;0.1491;0.1184;0.2494;0.0814;0.0468;0.0571;0.2097;11.3699;12;0;0;0
231;Cauvery;35203300;109.6682;648.4223;668.8554;660.5701;630.2426;208.0887;205.5354;228.0259;280.7166;164.9089;100.8473;125.9844;335.9888;0;3;1;8
232;San Juan;3736210;0.9237;8.5666;33.1123;53.0572;4.7371;0.5343;0.5957;0.9572;0.5028;0.2510;0.3462;0.8002;8.6987;12;0;0;0
233;Geba;387732;3.2221;675.6752;675.6757;675.6757;675.6746;10.4641;0.4508;0.0222;0.0606;0.1320;2.5431;5.6993;227.1079;8;0;0;4
234;Corubal;540108;0.2189;675.6738;675.6741;675.6738;675.6605;0.4041;0.0306;0.0125;0.0176;0.0341;0.1710;0.3848;225.3296;8;0;0;4
235;Magdalena;25485800;0.6815;5.8794;8.4774;4.2997;2.9808;3.8586;9.2189;10.3930;3.3976;0.7356;0.5698;0.9080;4.2834;12;0;0;0
236;Comoe;2530920;4.1562;675.6728;675.6744;18.1049;4.7284;1.5534;1.9620;1.1383;0.7121;2.0015;4.1034;9.3130;116.5934;10;0;0;2
237;Orinoco;12007900;0.3478;3.7943;4.5939;1.2089;0.3039;0.2049;0.2704;0.4244;0.3875;0.1411;0.1738;0.6694;1.0434;12;0;0;0
238;Bandama;4221850;1.3532;675.6648;675.6698;28.3204;8.2374;0.5589;0.8432;0.2523;0.1088;0.3983;2.0230;4.8811;116.5259;10;0;0;2
239;Oueme;5845060;1.0520;675.6731;675.6651;83.1975;1.7886;0.3320;0.2583;0.2301;0.1676;0.2829;0.9581;1.9938;120.1333;10;0;0;2
240;Sassandra;3066420;0.2600;675.6600;675.6674;13.9575;3.5306;0.1650;0.0842;0.0627;0.0329;0.0779;0.3872;1.0923;114.2481;10;0;0;2
241;Shebelle;16003600;34.9067;612.4913;355.5055;3.6776;5.3756;69.1419;68.3314;30.8164;12.3147;11.2524;8.9919;30.4396;103.6038;10;0;0;2
242;Mono;1579850;1.6390;675.6757;14.9133;3.0690;1.1277;0.3899;0.3549;0.4332;0.2718;0.4218;1.0480;2.1007;58.4537;11;0;0;1
243;Congo;67996100;0.0191;0.0519;0.0391;0.0337;0.1042;0.2558;0.3015;0.2474;0.1807;0.1116;0.0369;0.0235;0.1171;12;0;0;0
244;Atrato;511458;0.0335;0.1299;0.1133;0.0791;0.0551;0.0506;0.0498;0.0490;0.0445;0.0417;0.0423;0.0538;0.0619;12;0;0;0
245;Cuyuni;145229;0.0096;0.0327;0.0457;0.0286;0.0098;0.0064;0.0067;0.0099;0.0200;0.0294;0.0274;0.0152;0.0201;12;0;0;0
246;Cavally;1042910;0.0490;1.2503;0.7671;0.2614;0.0524;0.0199;0.0316;0.0449;0.0200;0.0227;0.0385;0.0817;0.2199;12;0;0;0
247;Tano;1228240;0.3222;675.6661;3.1827;0.4467;0.1407;0.0551;0.1108;0.2517;0.1973;0.0975;0.1913;0.4607;56.7602;11;0;0;1
248;Cross;8986060;0.1989;675.6730;1.4163;0.5751;0.2708;0.1306;0.0782;0.0670;0.0526;0.0567;0.1553;0.3379;56.5844;11;0;0;1
249;Sanaga;3878220;0.1689;346.2430;2.8487;0.2589;0.0698;0.0455;0.0294;0.0231;0.0163;0.0190;0.1338;0.3246;29.1817;11;0;0;1
250;Pra;4090460;5.9948;675.6743;17.4438;2.3710;0.6686;0.2346;0.7046;1.7829;0.6619;0.2344;0.5039;4.2527;59.2106;11;0;0;1
251;Davo;588070;0.6617;675.6472;675.6561;50.0920;5.4919;0.0780;0.1887;0.6382;0.3093;0.2468;0.3811;1.3276;117.5599;10;0;0;2
252;Essequibo;54058;0.0021;0.0053;0.0049;0.0035;0.0015;0.0008;0.0009;0.0013;0.0026;0.0043;0.0055;0.0033;0.0030;12;0;0;0
253;Kelantan;628031;5.4791;33.7696;2.6244;1.4121;1.8227;3.2957;4.6835;4.4899;11.3713;3.8726;1.7174;0.8959;6.2862;12;0;0;0
254;Corantijn;114915;0.0204;0.0323;0.0157;0.0075;0.0032;0.0022;0.0080;0.0205;0.1532;0.1514;0.0883;0.0493;0.0460;12;0;0;0
255;Coppename;14206;0.0032;0.0036;0.0033;0.0024;0.0012;0.0011;0.0013;0.0022;0.0043;0.0072;0.0120;0.0157;0.0048;12;0;0;0
256;Kinabatangan;230078;0.0417;0.1170;0.1495;0.1524;0.1564;0.0914;0.1331;0.1118;0.1099;0.0911;0.0927;0.0615;0.1090;12;0;0;0
257;Maroni;35367;0.0011;0.0010;0.0008;0.0006;0.0004;0.0004;0.0006;0.0010;0.0020;0.0032;0.0054;0.0078;0.0020;12;0;0;0
258;San Juan (Columbia - Pacific);480299;0.0817;0.2906;0.5444;0.3547;0.3394;0.4321;0.8079;0.8017;0.3057;0.1177;0.0962;0.1274;0.3583;12;0;0;0
259;Amazonas;24646600;0.0474;0.0583;0.0602;0.1461;0.2005;0.1929;0.2263;0.4791;0.6064;0.4216;0.2495;0.0907;0.2316;12;0;0;0
260;Pahang;1771880;1.8543;3.7764;0.6960;0.5536;0.6216;1.8039;3.9506;3.8633;7.1287;1.9166;1.2968;0.7561;2.3515;12;0;0;0
261;Nyong;1096870;0.0496;675.6446;0.1624;0.0543;0.0344;0.0416;0.0896;0.0923;0.0257;0.0184;0.0368;0.0753;56.3604;11;0;0;1
262;Oyapock;10588;0.0007;0.0008;0.0006;0.0005;0.0005;0.0005;0.0009;0.0015;0.0027;0.0045;0.0075;0.0053;0.0022;12;0;0;0
263;Rajang;317541;0.0337;0.0236;0.0143;0.0135;0.0142;0.0178;0.0216;0.0217;0.0348;0.0204;0.0273;0.0434;0.0239;12;0;0;0
264;Ntem;406302;0.0443;11.0546;0.2040;0.0553;0.0345;0.0495;0.1131;0.1901;0.0574;0.0202;0.0280;0.0631;0.9928;12;0;0;0
265;Ogooue;605645;0.0132;0.0361;0.0152;0.0073;0.0069;0.0232;0.0773;0.2070;0.1682;0.0276;0.0052;0.0097;0.0497;12;0;0;0
266;Rio Araguari;30047;0.0026;0.0023;0.0018;0.0015;0.0015;0.0017;0.0029;0.0050;0.0090;0.0149;0.0247;0.0311;0.0083;12;0;0;0
267;Mira;616715;1.3675;1.8240;1.3023;0.9616;0.9370;1.4622;5.0426;10.1169;7.0269;2.6192;2.1495;1.8466;3.0547;12;0;0;0
268;Esmeraldas;2570700;2.4775;1.3241;0.7395;0.5640;0.9415;2.3105;10.0075;30.5209;33.0273;15.4778;16.0838;6.7447;10.0183;12;0;0;0
269;Tana;4247120;19.2127;375.8837;48.1058;0.9774;0.6521;4.1596;16.9985;35.9034;57.1415;23.4372;2.4377;6.9134;49.3186;11;0;0;1
270;Daule & Vinces;3751960;13.9686;3.3430;1.4815;1.1059;4.4798;16.3902;60.6700;139.6644;158.9934;85.4623;143.8609;89.1320;59.8794;9;2;1;0
